relative_path,extension,size_bytes,modified_time,relevance,classification_reason,header_or_first_line
high_iop_mechanical_transfer_t1p25_c0p60/results/20260730_290d0544_iop_0_to_50_step2p5_summary.json,.json,48085,1785664017.6206284,primary,multi-IOP FE transfer data at h=1.25 mm,
high_iop_mechanical_transfer_t1p25_c0p60/results/20260730_440e44e5_iop_5_to_50_artifact_sha256.txt,.txt,6347,1785664017.6206284,primary,multi-IOP FE transfer data at h=1.25 mm,51f391baa8f532ff90fc4ce50f832c14834ac2e80a6049bbf60ac129e89c200d  /home/xuanyu/PROJECT/ziyu/blueknow-data/high_iop_mechanical_transfer_t1p25_c0p60/20260730T061631Z_440e44e5_iop5_to50_step5/analysis/iop_5_to_50_summary.csv
high_iop_mechanical_transfer_t1p25_c0p60/results/20260730_440e44e5_iop_5_to_50_summary.csv,.csv,6322,1785664017.6206284,primary,multi-IOP FE transfer data at h=1.25 mm,"state,input_iop_mmhg,actual_indent_mm,probe_force_n,zero_reference_force_n,delta_force_n,delta_probe_pressure_mmhg,ksensor_delta,frozen_model_iop_calc_diagnostic_mmhg,frozen_model_iop_error_diagnostic_mmhg,outer_ae_lower_mm2,inner_ac_5deg_mm2,kgeo_5deg,source_kind,source_git_commit"
high_iop_mechanical_transfer_t1p25_c0p60/results/20260730_440e44e5_iop_5_to_50_summary.json,.json,25363,1785664017.6206284,primary,multi-IOP FE transfer data at h=1.25 mm,
high_iop_mechanical_transfer_t1p25_c0p60/results/20260730_area_ratio_error_decomposition.csv,.csv,2665,1785664017.6206284,primary,multi-IOP FE transfer data at h=1.25 mm,"state,input_iop_mmhg,actual_delta_force_n,ideal_force_if_deltaF_equals_iop_times_ac_n,missing_force_n,area_transfer_factor_iopcalc_over_iop,area_transfer_loss_percent,current_ac_5deg_mm2,required_ac_for_exact_area_conversion_mm2,required_ac_reduction_percent,total_area_iop_underestimate_mmhg,low_pressure_offset_component_mmhg_anchored_at_20,pressure_dependent_transfer_component_mmhg"
high_iop_mechanical_transfer_t1p25_c0p60/results/20260730_area_ratio_error_decomposition.json,.json,9585,1785664017.6206284,primary,multi-IOP FE transfer data at h=1.25 mm,
high_iop_mechanical_transfer_t1p25_c0p60/results/20260730_area_ratio_k_iop_results.csv,.csv,2129,1785664017.6206284,primary,multi-IOP FE transfer data at h=1.25 mm,"state,input_iop_mmhg,outer_ae_mm2,inner_ac_5deg_mm2,k_area_ae_over_ac5,delta_probe_pressure_over_full_probe_mmhg,delta_pressure_renormalized_over_ae_mmhg,iop_calc_from_area_ratio_mmhg,iop_error_mmhg,naive_k_area_times_full_probe_pressure_mmhg_not_area_consistent"
high_iop_mechanical_transfer_t1p25_c0p60/results/20260730_area_ratio_k_iop_results.json,.json,7355,1785664017.6206284,primary,multi-IOP FE transfer data at h=1.25 mm,
high_iop_mechanical_transfer_t1p25_c0p60/results/20260730_bdca48fe_iop40_preflight_summary.csv,.csv,1029,1785664017.6206284,primary,multi-IOP FE transfer data at h=1.25 mm,"state,indent_mm,probe_force_n,probe_total_equivalent_pressure_mmhg,historical_zero_reference_force_n_preflight_only,historical_zero_reference_pressure_mmhg_preflight_only,delta_force_n_preflight_only,delta_probe_pressure_mmhg_preflight_only,provisional_ksensor,provisional_iop_calc_mmhg,provisional_iop_error_mmhg,expected_force_n,force_relative_error_vs_prediction,outer_ae_lower_mm2,inner_ac_5deg_mm2,kgeo_5deg,formal_ksensor_ready"
high_iop_mechanical_transfer_t1p25_c0p60/results/20260730_bdca48fe_iop40_preflight_summary.json,.json,4615,1785664017.6206284,primary,multi-IOP FE transfer data at h=1.25 mm,
high_iop_mechanical_transfer_t1p25_c0p60/results/20260730_bdca48fe_iop40_primary_0p26_geometry_state.json,.json,1308,1785664017.6206284,primary,multi-IOP FE transfer data at h=1.25 mm,
high_iop_mechanical_transfer_t1p25_c0p60/results/20260730_bdca48fe_iop40_sensitivity_0p28_geometry_state.json,.json,1312,1785664017.6206284,primary,multi-IOP FE transfer data at h=1.25 mm,
high_iop_mechanical_transfer_t1p25_c0p60/results/20260730_rational_regression_0_to_50_step2p5.csv,.csv,2205,1785664017.6206284,primary,multi-IOP FE transfer data at h=1.25 mm,"input_iop_mmhg,delta_probe_pressure_mmhg,source_kind,regression_iop_mmhg,regression_error_mmhg,absolute_error_mmhg"
high_iop_mechanical_transfer_t1p25_c0p60/results/20260730_rational_regression_0_to_50_step2p5.json,.json,8388,1785664017.6277819,primary,multi-IOP FE transfer data at h=1.25 mm,
high_iop_mechanical_transfer_t1p25_c0p60/results/20260730_rational_regression_artifact_sha256.txt,.txt,785,1785664017.6277819,primary,multi-IOP FE transfer data at h=1.25 mm,1c283cedacbf06104c06bb86601688f08479688c8f4dc6c0ed9e3d203484ae88  high_iop_mechanical_transfer_t1p25_c0p60/fit_rational_piop_vs_pprobe.py
high_iop_mechanical_transfer_t1p25_c0p60/results/20260731_3ce7c957_interface_force_integrals_controller_state.txt,.txt,187,1785664017.6277819,primary,multi-IOP FE transfer data at h=1.25 mm,2026-07-31T11:03:36+08:00 START commit=3ce7c957e7920d63334c86657f182a7027ba3404
high_iop_mechanical_transfer_t1p25_c0p60/results/20260731_3ce7c957_interface_force_integrals_launch_metadata.json,.json,959,1785664017.6277819,primary,multi-IOP FE transfer data at h=1.25 mm,
high_iop_mechanical_transfer_t1p25_c0p60/results/20260731_3ce7c957_interface_force_integrals_summary.csv,.csv,12778,1785664017.6277819,primary,multi-IOP FE transfer data at h=1.25 mm,"input_iop_mmhg,actual_indent_mm,delta_probe_pressure_mmhg,probe_force_n,probe_contact_force_n,probe_contact_reaction_relative_error,eyelid_cornea_interface_force_n,eyelid_cornea_tangential_y_n,support_reaction_y_n,delta_probe_force_n,delta_interface_force_n,ac5_mm2,ka_ap_over_ac5,pressure_times_ac5_force_n,tau_interface_delta,chi_pressure_equivalence,eta_effective_factorized,direct_gain_tau_times_ka,direct_area_interface_iop_mmhg,factorization_error,outer_contact_area_mm2,inner_bonded_contact_area_mm2,source_state_json,direct_rational_iop_mmhg,direct_rational_error_mmhg"
high_iop_mechanical_transfer_t1p25_c0p60/results/20260731_3ce7c957_interface_force_integrals_summary.json,.json,35270,1785664017.6277819,primary,multi-IOP FE transfer data at h=1.25 mm,
high_iop_mechanical_transfer_t1p25_c0p60/results/20260731_5017b619_iop60_artifact_sha256.txt,.txt,2269,1785664017.6277819,primary,multi-IOP FE transfer data at h=1.25 mm,f55fbdb858960f9533de071184acb69fbf38c95f10d56c64204df37e450ccc26  high_iop_mechanical_transfer_t1p25_c0p60/run_spec_iop_50_to_60_step2p5.json
high_iop_mechanical_transfer_t1p25_c0p60/results/20260731_5017b619_iop60_controller_state.txt,.txt,1094,1785664017.6307223,primary,multi-IOP FE transfer data at h=1.25 mm,2026-07-31T12:21:25+08:00 START commit=5017b6193ccb0b6e85162e9df2293aaba0cb837b pressures=52.5 55 57.5 60 workers=2 np=8
high_iop_mechanical_transfer_t1p25_c0p60/results/20260731_5017b619_iop60_frozen_model_extrapolation.csv,.csv,9628,1785664017.6307223,primary,multi-IOP FE transfer data at h=1.25 mm,"input_iop_mmhg,delta_probe_pressure_mmhg,probe_force_n,actual_indent_mm,is_unseen_extrapolation_point,source_kind,inverse_regression_0_to_50_iop_prediction_mmhg,inverse_regression_0_to_50_error_mmhg,inverse_regression_0_to_50_implied_probe_mmhg,inverse_regression_0_to_50_probe_residual_mmhg,inverse_regression_0_to_50_denominator,composite_proxy_0_to_50_iop_prediction_mmhg,composite_proxy_0_to_50_error_mmhg,composite_proxy_0_to_50_implied_probe_mmhg,composite_proxy_0_to_50_probe_residual_mmhg,composite_proxy_0_to_50_denominator,load_share_reparameterization_10_to_50_iop_prediction_mmhg,load_share_reparameterization_10_to_50_error_mmhg,load_share_reparameterization_10_to_50_implied_probe_mmhg,load_share_reparameterization_10_to_50_probe_residual_mmhg,load_share_reparameterization_10_to_50_denominator"
high_iop_mechanical_transfer_t1p25_c0p60/results/20260731_5017b619_iop60_frozen_model_extrapolation.json,.json,38938,1785664017.6313117,primary,multi-IOP FE transfer data at h=1.25 mm,
high_iop_mechanical_transfer_t1p25_c0p60/results/20260731_5017b619_iop60_launch_metadata.json,.json,2325,1785664017.6313117,primary,multi-IOP FE transfer data at h=1.25 mm,
high_iop_mechanical_transfer_t1p25_c0p60/results/20260731_5017b619_iop_0_to_60_step2p5_summary.csv,.csv,14160,1785664017.6313117,primary,multi-IOP FE transfer data at h=1.25 mm,"state,input_iop_mmhg,actual_indent_mm,probe_force_n,zero_reference_force_n,delta_force_n,delta_probe_pressure_mmhg,ksensor_delta,frozen_model_iop_calc_diagnostic_mmhg,frozen_model_iop_error_diagnostic_mmhg,outer_ae_lower_mm2,inner_ac_5deg_mm2,kgeo_5deg,source_kind,source_git_commit"
high_iop_mechanical_transfer_t1p25_c0p60/results/20260731_5017b619_iop_0_to_60_step2p5_summary.json,.json,49886,1785664017.6313117,primary,multi-IOP FE transfer data at h=1.25 mm,
high_iop_mechanical_transfer_t1p25_c0p60/results/20260731_eta_eff_analysis_artifact_sha256.txt,.txt,1319,1785664017.6313117,primary,multi-IOP FE transfer data at h=1.25 mm,d7fa69aee1c7bcbf580dcc2b3253e83db40716f3d0eccc13172aac4ccd5550b8  high_iop_mechanical_transfer_t1p25_c0p60/ETA_EFF_EFFECTIVE_CORRECTION_ANALYSIS.md
high_iop_mechanical_transfer_t1p25_c0p60/results/20260731_forward_rational_parameters_ac5_proxy.csv,.csv,3816,1785664017.6313117,primary,multi-IOP FE transfer data at h=1.25 mm,"input_iop_mmhg,delta_probe_pressure_mmhg,inner_ac_5deg_mm2,area_ratio_ap_over_ac5,eta_effective_ac5_proxy,source_kind,forward_rational_iop_mmhg,inverse_regression_iop_mmhg,forward_error_mmhg,inverse_error_mmhg"
high_iop_mechanical_transfer_t1p25_c0p60/results/20260731_forward_rational_parameters_ac5_proxy.json,.json,13753,1785664017.6313117,primary,multi-IOP FE transfer data at h=1.25 mm,
high_iop_mechanical_transfer_t1p25_c0p60/results/20260731_forward_rational_parameters_artifact_sha256.txt,.txt,956,1785664017.6313117,primary,multi-IOP FE transfer data at h=1.25 mm,f2c8ca1fac22ae21066a2003dfe8460f85a8eb9e64d6d2dcbf82f0fdf181d1e3  high_iop_mechanical_transfer_t1p25_c0p60/derive_forward_rational_parameters.py
high_iop_mechanical_transfer_t1p25_c0p60/results/20260731_global_load_share_artifact_sha256.txt,.txt,2688,1785664017.6313117,primary,multi-IOP FE transfer data at h=1.25 mm,9d4e7fff13fd321eb977dec9b8dc1de198828663a7288204174799ff4626f6c2  high_iop_mechanical_transfer_t1p25_c0p60/derive_global_load_share_model.py
high_iop_mechanical_transfer_t1p25_c0p60/results/20260731_global_load_share_derivation.csv,.csv,6277,1785664017.6313117,primary,multi-IOP FE transfer data at h=1.25 mm,"input_iop_mmhg,delta_probe_pressure_mmhg,delta_probe_force_n,global_iop_projected_force_n,global_iop_projected_area_mm2,probe_capture_fraction_lambda,inverse_capture_fraction,tau_interface_delta,chi_from_original_factorization,chi_reconstructed_from_global_share,ac5_mm2,inverse_capture_fit,capture_fraction_fit,boundary_to_probe_stiffness_ratio_fit,geometric_forward_iop_mmhg,geometric_forward_error_mmhg"
high_iop_mechanical_transfer_t1p25_c0p60/results/20260731_global_load_share_derivation.json,.json,21511,1785664017.6313117,primary,multi-IOP FE transfer data at h=1.25 mm,
high_iop_mechanical_transfer_t1p25_c0p60/results/20260731_interface_force_integrals_artifact_sha256.txt,.txt,1846,1785664017.6313117,primary,multi-IOP FE transfer data at h=1.25 mm,987b13437e279a415c7b28d521f78d1f0ec5d6180b01bcc9352227077c14dbb7  models/apdl/post_contact_force_integrals.mac
high_iop_mechanical_transfer_t1p25_c0p60/results/20260731_markdown_formula_render_audit.json,.json,8530,1785664017.6313117,primary,multi-IOP FE transfer data at h=1.25 mm,
high_iop_mechanical_transfer_t1p25_c0p60/run_spec.json,.json,3459,1785664017.6313117,primary,multi-IOP FE transfer data at h=1.25 mm,
high_iop_mechanical_transfer_t1p25_c0p60/run_spec_full.json,.json,3616,1785664017.6313117,primary,multi-IOP FE transfer data at h=1.25 mm,
high_iop_mechanical_transfer_t1p25_c0p60/run_spec_interface_force_integrals.json,.json,2561,1785664017.6313117,primary,multi-IOP FE transfer data at h=1.25 mm,
high_iop_mechanical_transfer_t1p25_c0p60/run_spec_iop_2p5.json,.json,3783,1785664017.6313117,primary,multi-IOP FE transfer data at h=1.25 mm,
high_iop_mechanical_transfer_t1p25_c0p60/run_spec_iop_50_to_60_step2p5.json,.json,4491,1785664017.6313117,primary,multi-IOP FE transfer data at h=1.25 mm,
high_iop_mechanical_transfer_t1p25_c0p60/run_spec_iop_5_to_50.json,.json,3268,1785664017.6313117,primary,multi-IOP FE transfer data at h=1.25 mm,
offset/data/eccentric_3d.csv,.csv,269,1784520889.982304,context,different offset/baseline study,"offset_mm,contact_elements,contact_x_min_mm,contact_x_max_mm,eyelid_peak_stress_pa,probe_uy_mm"
offset/data/eccentric_semianalytical.csv,.csv,260,1784520889.983302,context,different offset/baseline study,"offset_mm,Ae_mm2,Ac_mm2,Ac_over_Ae,force_N,Pprobe_mmHg,Ae_reduction_pct,Ac_reduction_pct"
offset/workbench/tonometer_offset_1mm/yeyeye_files/dp0/act.dat,.dat,265640,1777817858.0,context,different offset/baseline study,�HDF
offset/workbench/tonometer_offset_1mm/yeyeye_files/dp0/SYS/MECH/ds.dat,.dat,12730466,1783183551.0,context,different offset/baseline study,/batch
results/summary/external_runs_manifest.csv,.csv,788,1784520889.9843,context,not selected by the primary analysis routes,"case,host,path,size_bytes,sha256,status"
results/summary/indentation_coarse.csv,.csv,4524,1784558853.9122198,context,not selected by the primary analysis routes,"case,profile,offset_mm,indent_mm,mesh_size_mm,probe_fx_n,probe_fy_n,probe_force_n,contact_area_m2,contact_area_mm2,contact_x_center_m,contact_x_center_mm,pmax_pa,max_penetration_m,max_penetration_mm,n_outer,cornea_peak_pa,eyelid_peak_pa,probe_uy_m,commanded_push_m,attempt_count,elapsed_seconds,git_commit"
results/summary/indentation_coarse_manifest.csv,.csv,6559,1784558855.1748836,context,not selected by the primary analysis routes,"case,profile,offset_mm,indent_mm,mesh_size_mm,status,failure_reason,attempt_count,selected_attempt,np_used,returncode,started_at_utc,ended_at_utc,elapsed_seconds,timeout_seconds,ansys_error_count,views_count,artifact_pruned_files,artifact_pruned_bytes,artifact_prune_error,probe_fx_n,probe_fy_n,contact_area_m2,contact_x_center_m,pmax_pa,max_penetration_m,n_outer,cornea_peak_pa,eyelid_peak_pa,probe_uy_m,probe_uy_max_m,commanded_push_m,preload_converged,indentation_converged,result_load_step,result_time,result_rst,attempt_dir,git_commit,git_dirty"
results/summary/indentation_coarse_metadata.json,.json,2184,1784559629.0638084,context,not selected by the primary analysis routes,
results/summary/indentation_coarse_qc.json,.json,969,1784558856.3566325,context,not selected by the primary analysis routes,
results/summary/indentation_limit_evidence_20260720.csv,.csv,769,1784546156.0081117,context,not selected by the primary analysis routes,"run_id,git_commit,offset_mm,indent_mm,attempt,status,returncode,ansys_error_count,high_distortion_events,last_result_time,disposition"
results/summary/indentation_smoke.csv,.csv,1717,1784549488.4510932,context,not selected by the primary analysis routes,"case,profile,offset_mm,indent_mm,mesh_size_mm,probe_fx_n,probe_fy_n,probe_force_n,contact_area_m2,contact_area_mm2,contact_x_center_m,contact_x_center_mm,pmax_pa,max_penetration_m,max_penetration_mm,n_outer,cornea_peak_pa,eyelid_peak_pa,probe_uy_m,commanded_push_m,attempt_count,elapsed_seconds,git_commit"
results/summary/indentation_smoke_manifest.csv,.csv,2431,1784549478.266764,context,not selected by the primary analysis routes,"case,profile,offset_mm,indent_mm,mesh_size_mm,status,failure_reason,attempt_count,selected_attempt,np_used,returncode,started_at_utc,ended_at_utc,elapsed_seconds,timeout_seconds,ansys_error_count,views_count,probe_fx_n,probe_fy_n,contact_area_m2,contact_x_center_m,pmax_pa,max_penetration_m,n_outer,cornea_peak_pa,eyelid_peak_pa,probe_uy_m,probe_uy_max_m,commanded_push_m,preload_converged,indentation_converged,result_load_step,result_time,result_rst,attempt_dir,git_commit,git_dirty"
results/summary/indentation_smoke_metadata.json,.json,1641,1784549509.0881853,context,not selected by the primary analysis routes,
results/summary/indentation_smoke_qc.json,.json,411,1784549498.7299044,context,not selected by the primary analysis routes,
thick/data/manifest.csv,.csv,70,1784528319.7755861,primary,thickness FE data or associated metadata,"dataset_id,status,raw_location,sha256,acquired_at,script_commit,notes"
thick/data/placeholder/thickness_semianalytical.csv,.csv,448,1784520889.983302,excluded,placeholder data are not FE evidence,"group,thickness_mm,Ae_mm2,Ac_mm2,Ac_over_Ae,Ae_over_Ac,force_N,Pprobe_mmHg"
thick/data/processed/fe_sweep/database_recovery.json,.json,1743,1784611200.667772,primary,thickness FE data or associated metadata,
thick/data/processed/fe_sweep/manifest.csv,.csv,5104,1784565871.932767,primary,thickness FE data or associated metadata,"case,profile,offset_mm,indent_mm,eyelid_thickness_mm,cornea_thickness_mm,mesh_size_mm,status,failure_reason,attempt_count,selected_attempt,np_used,returncode,started_at_utc,ended_at_utc,elapsed_seconds,timeout_seconds,ansys_error_count,views_count,artifact_pruned_files,artifact_pruned_bytes,artifact_prune_error,probe_fx_n,probe_fy_n,contact_area_m2,contact_x_center_m,pmax_pa,max_penetration_m,n_outer,inner_max_downward_m,inner_effect_area_m2,inner_area_1deg_m2,inner_area_2deg_m2,inner_area_3deg_m2,inner_face_count,cornea_peak_pa,eyelid_peak_pa,probe_uy_m,probe_uy_max_m,commanded_push_m,preload_converged,indentation_converged,result_load_step,result_time,result_rst,attempt_dir,git_commit,git_dirty"
