relative_path	size_bytes	allocated_bytes	mtime_utc	sha256
iop0/eyelid_1p25mm_indent_0p28mm/attempt_1/eyelid_1p25mm_indent_0p28mm.rst	1710686208	1282221056	2026-08-14T08:39:12Z	a9f14eee4ccc6dc7d55b878ed6872828436500b442c49b6a7ff9f16f1be6d341
iop0/eyelid_1p25mm_indent_0p28mm/attempt_1/inner_contact_final.csv	3410022	1668096	2026-08-14T08:39:56Z	743596580781ffeae8b7e2ea2ad71895383245e6f0ad9617d20eb43320e7fd38
iop0/eyelid_1p25mm_indent_0p28mm/attempt_1/inner_contact_preload.csv	3410022	1684480	2026-08-14T08:39:44Z	a158f6ef9a052b8ed0af5a902d3ebea6b0c9ce5a41a7e41f18c040ff4def4767
iop0/eyelid_1p25mm_indent_0p28mm/attempt_1/inner_final_faces.csv	4425600	1680384	2026-08-14T08:39:53Z	87c073e15fe821f45a72e25137be86d416dfaf02274162a50ca0101fc394ba12
iop0/eyelid_1p25mm_indent_0p28mm/attempt_1/inner_preload_faces.csv	4425600	1688576	2026-08-14T08:39:41Z	b8beb7f851bdb7bb0a2657f8462be35d5279e23951b71329b165caed34cb0cf3
iop0/eyelid_1p25mm_indent_0p28mm/attempt_1/launcher.log	0	1024	2026-08-14T02:53:34Z	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
iop0/eyelid_1p25mm_indent_0p28mm/attempt_1/load_path.csv	277	5120	2026-08-14T08:39:25Z	6b2c39cee6a3cc8c558156a464002fd135bfca5d8dc2fafa9714d629eef2cca8
iop0/eyelid_1p25mm_indent_0p28mm/attempt_1/metrics.csv	300	5120	2026-08-14T08:39:19Z	f36c086f01db057f4d09b7cd39d8047ddab27194fa4b36180db1e4da3142e0a2
iop0/eyelid_1p25mm_indent_0p28mm/attempt_1/outer_contact_final.csv	4111800	1647616	2026-08-14T08:40:00Z	c6fadcb03cc61be55277817af895dc8f65fc0a50ac7a3e8580caebc89a693ba1
iop0/eyelid_1p25mm_indent_0p28mm/attempt_1/outer_contact_preload.csv	4111800	1561600	2026-08-14T08:39:38Z	4f35b44d8ade9d9b1ffa0a19261589e7be61bede59a0c37d23cbeadb860ca17c
iop0/eyelid_1p25mm_indent_0p28mm/attempt_1/outer_contact_state.csv	1655400	328704	2026-08-14T08:40:00Z	b59eb07f9d9b6eb02c32538ba77aa55d18d8b6d3e354b70170e75ab2dd5b559d
iop0/eyelid_1p25mm_indent_0p28mm/attempt_1/outer_final_faces.csv	5340000	2135040	2026-08-14T08:39:50Z	383b41cd2b98f2afb740128193964fc31623445b24951ebf54e63c000202d040
iop0/eyelid_1p25mm_indent_0p28mm/attempt_1/outer_preload_faces.csv	5340000	2118656	2026-08-14T08:39:34Z	2624541e3ff212daf9717b0f29972eec81e07fdc64fbfd555efc2cdbbd52f50e
iop0/eyelid_1p25mm_indent_0p28mm/attempt_1/param_eye_sweep.mac	10723	9216	2026-08-13T14:03:42Z	934b9990f8ae2a228560096ae08e218f4a2506b7c33e98bb7112d2e67a644357
iop0/eyelid_1p25mm_indent_0p28mm/attempt_1/plot_sweep_views.mac	1452	5120	2026-07-21T05:08:18Z	f3b6074851d76a23117d35d8db716bc73d32480ff82d45c8c82e62218cf9b6f4
iop0/eyelid_1p25mm_indent_0p28mm/attempt_1/post_sweep.mac	3580	5120	2026-07-24T10:58:56Z	6c0543c1043471a948fb11f549ab142b637641ba1c46fc6384a397032ba62a38
iop0/eyelid_1p25mm_indent_0p28mm/attempt_1/post_thickness_geometry.mac	14673	9216	2026-07-24T08:40:50Z	644a0b57cfdc6a28efd56396bd5d876eb830d8ef31aa9af790ca0683cf0e5bd7
iop0/eyelid_1p25mm_indent_0p28mm/attempt_1/solution_status.csv	70	1024	2026-08-14T08:39:08Z	7da96f292a70ce50b53bf8a6e42b64ef8d06791b6cf1a984994e5203cd06cf01
iop0/eyelid_1p25mm_indent_0p28mm/attempt_1/solve.out	134352	50176	2026-08-14T08:40:04Z	46a7dff66d7c5212462c99a9797bca04cdaffe156451c0024eff68fa622d8f50
iop0/eyelid_1p25mm_indent_0p28mm/attempt_1/thickness_geometry.csv	778	5120	2026-08-14T08:40:09Z	868b04aaadc2b269ae77c5b05965c86ad77d3e300a5693cdebcc0e79dc686fc7
iop0/eyelid_1p25mm_indent_0p28mm/attempt_1/thickness_geometry.json	3065	5120	2026-08-14T08:40:09Z	ec7aefd61fd2a8f50aa012c6ea8532e1b380a59c17d1bdf839382e6782ca8a5a
iop0.log	203	5120	2026-08-14T08:40:09Z	de0998c50b8c19528c520843930b6e0536b0d69f35fe097cd27e7214975a2385
iop0/run_manifest.csv	3433	5120	2026-08-14T08:40:09Z	bee6f8eaba9c69d76c07e858f8c88b4cb965544c0bf068d1d1ca5b36166b2cba
iop0/run_metadata.json	4088	5120	2026-08-14T08:40:09Z	c1c442bbbdec824dabb60ded8e9624cbc93aad9bedca5036be50a58917d3a1a8
launch_aggressive_anchor_5090d.sh	15904	9216	2026-08-14T02:53:31Z	2b700f445ee352cb9234fba24c8f3430dd79c856894f3885e77f0dd9b7fb4408
model_baseline.json	546	5120	2026-08-14T02:53:31Z	569aea63f1320a59de250a090e23eee1c879ecd0efc59ff05b49e1de230cf60c
model_baseline.sha256	139	5120	2026-08-14T02:53:31Z	e5053e2671d407289e3e0545a61b429bf667f0c99cb62968be8262dddfd2db4d
param_eye_sweep.mac	10723	9216	2026-08-14T02:53:31Z	934b9990f8ae2a228560096ae08e218f4a2506b7c33e98bb7112d2e67a644357
resource_gates.csv	91	1024	2026-08-14T02:53:31Z	f48d8cff554e3674d9a08376ded36ddcbb74b720dbe9ead88fce50e453c2d94e
resource_monitor.csv	93525	41984	2026-08-14T08:40:17Z	501464c8516563487edca21d47ac3e9e425c7af46413654b62fe35e88ee2aaa9
session_guard_events.csv	141	5120	2026-08-14T08:40:17Z	f57ba1cd678cceef0f9d747d1bf4b49bf28afc867aec99aaee7555bab22f054d
session_guard_processes.tsv	29	1024	2026-08-14T02:53:31Z	e56cbb4dad673425a08092c0caa3633c89de1646ef329b7e342c2fc0aa9f2657
session_guard.sh	6620	5120	2026-08-14T02:53:31Z	2509e779c53bd7db24912912d3cd26b9ed623cf43e985cf28a96b0c234547ecd
session_guard_unit_status.csv	148	5120	2026-08-14T08:40:17Z	40961d87878eece224e6c7a714d26f0310705f70e27aa4d3cee5443c88fce2b2
solver_mode_audit.csv	59	1024	2026-08-14T02:54:51Z	680359480091b75dae669f38af85ab1f6f02815b851bafac4ea88b47c0e197af
source_git_commit.txt	41	1024	2026-08-14T02:53:31Z	288906f0d1c74e092b86c68d8cc36b9d20bc4c55cb13d8fac7288fca450b93b4
